date,year,month,day,day_of_week,venue,city,state,country,song_count,show_url
2007-10-30,2007,10,30,Tuesday,Chevrolet Theatre,Wallingford,CT,US,14,https://discobiscuits.net/shows/2007-10-30-chevrolet-theatre-wallingford-ct
2007-10-31,2007,10,31,Wednesday,Orpheum Theater,Boston,MA,US,16,https://discobiscuits.net/shows/2007-10-31-orpheum-theater-boston-ma
2007-11-01,2007,11,1,Thursday,Palace Theater,Albany,NY,US,10,https://discobiscuits.net/shows/2007-11-01-the-palace-theatre-albany-ny
2007-11-02,2007,11,2,Friday,Newport Music Hall,Columbus,OH,US,14,https://discobiscuits.net/shows/2007-11-02-newport-music-hall-columbus-oh
2007-11-03,2007,11,3,Saturday,House of Blues,Cleveland,OH,US,14,https://discobiscuits.net/shows/2007-11-03-house-of-blues-cleveland-oh
2007-11-04,2007,11,4,Sunday,Town Ballroom,Buffalo,NY,US,16,https://discobiscuits.net/shows/2007-11-04-town-ballroom-buffalo-ny
2007-12-13,2007,12,13,Thursday,Caribbean Holidaze,Runaway Bay,,US,11,https://discobiscuits.net/shows/2007-12-13-caribbean-holidaze-runaway-bay-jamaica
2007-12-14,2007,12,14,Friday,Caribbean Holidaze,Runaway Bay,,US,9,https://discobiscuits.net/shows/2007-12-14-caribbean-holidaze-runaway-bay-jamaica
2007-12-15,2007,12,15,Saturday,Caribbean Holidaze,Runaway Bay,,US,9,https://discobiscuits.net/shows/2007-12-15-caribbean-holidaze-runaway-bay
2007-12-20,2007,12,20,Thursday,Sirius Satellite Studios,New York City,NY,US,6,https://discobiscuits.net/shows/2007-12-20-sirius-satellite-studios-new-york-city-ny
2007-12-27,2007,12,27,Thursday,Theater Of The Living Arts,Philadelphia,PA,US,11,https://discobiscuits.net/shows/2007-12-27-theater-of-the-living-arts-philadelphia-pa
2007-12-28,2007,12,28,Friday,Hammerstein Ballroom,New York,NY,US,13,https://discobiscuits.net/shows/2007-12-28-hammerstein-ballroom-new-york-ny
2007-12-29,2007,12,29,Saturday,Hammerstein Ballroom,New York,NY,US,13,https://discobiscuits.net/shows/2007-12-29-hammerstein-ballroom-new-york-ny
2007-12-30,2007,12,30,Sunday,Electric Factory,Philadelphia,PA,US,13,https://discobiscuits.net/shows/2007-12-30-electric-factory-philadelphia-pa
2007-12-31,2007,12,31,Monday,Tweeter Center At the Waterfront,Camden,NJ,US,19,https://discobiscuits.net/shows/2007-12-31-tweeter-center-at-the-waterfront-camden-nj
2008-01-16,2008,1,16,Wednesday,Aggie Theatre,Fort Collins,CO,US,12,https://discobiscuits.net/shows/2008-01-16-aggie-theatre-fort-collins-co
2008-01-17,2008,1,17,Thursday,Boulder Theater,Boulder,CO,US,12,https://discobiscuits.net/shows/2008-01-17-boulder-theater-boulder-co
2008-01-19,2008,1,19,Saturday,Dobson Ice Arena,Vail,CO,US,11,https://discobiscuits.net/shows/2008-01-19-dobson-ice-arena-vail-co
2008-02-28,2008,2,28,Thursday,Starland Ballroom,Sayreville,NJ,US,17,https://discobiscuits.net/shows/2008-02-28-starland-ballroom-sayreville-nj
2008-02-29,2008,2,29,Friday,Starland Ballroom,Sayreville,NJ,US,13,https://discobiscuits.net/shows/2008-02-29-starland-ballroom-sayreville-nj
2008-03-01,2008,3,1,Saturday,Starland Ballroom,Sayreville,NJ,US,10,https://discobiscuits.net/shows/2008-03-01-starland-ballroom-sayreville-nj
2008-03-08,2008,3,8,Saturday,Seminole Indian Reservation,Big Cypress,FL,US,17,https://discobiscuits.net/shows/2008-03-08-seminole-indian-reservation-big-cypress-fl
2008-03-13,2008,3,13,Thursday,King Tut's Wah Wah Hut,Glasgow,,US,8,https://discobiscuits.net/shows/2008-03-13-king-tut-s-wah-wah-hut-glasgow-scotland
2008-03-14,2008,3,14,Friday,Carling Academy Islington,London,,US,9,https://discobiscuits.net/shows/2008-03-14-carling-academy-islington-london-u-k
2008-03-15,2008,3,15,Saturday,Olympic Studios,London,,US,6,https://discobiscuits.net/shows/2008-03-15-olympic-studios-london-u-k
2008-03-17,2008,3,17,Monday,The Max,Amsterdam,,US,8,https://discobiscuits.net/shows/2008-03-17-the-max-amsterdam-holland
2008-03-18,2008,3,18,Tuesday,The Max,Amsterdam,,US,9,https://discobiscuits.net/shows/2008-03-18-the-max-amsterdam-holland
2008-03-19,2008,3,19,Wednesday,The Max,Amsterdam,,US,12,https://discobiscuits.net/shows/2008-03-19-the-max-amsterdam-holland
2008-03-21,2008,3,21,Friday,Magnet Club,Berlin,,US,11,https://discobiscuits.net/shows/2008-03-21-magnet-club-berlin-germany
2008-03-22,2008,3,22,Saturday,Pumpehuset,Copenhagen,,US,9,https://discobiscuits.net/shows/2008-03-22-pumpehuset-copenhagen-denmark
2008-03-23,2008,3,23,Sunday,Debaser,Malmö,,US,12,https://discobiscuits.net/shows/2008-03-23-debaser-malmo-sweden
2008-04-02,2008,4,2,Wednesday,Higher Ground,South Burlington,VT,US,14,https://discobiscuits.net/shows/2008-04-02-higher-ground-s-burlington-vt
2008-04-03,2008,4,3,Thursday,Higher Ground,South Burlington,VT,US,13,https://discobiscuits.net/shows/2008-04-03-higher-ground-s-burlington-vt
2008-04-04,2008,4,4,Friday,Lupo's Heartbreak Hotel,Providence,RI,US,10,https://discobiscuits.net/shows/2008-04-04-lupo-s-heartbreak-hotel-providence-ri
2008-04-05,2008,4,5,Saturday,The Palladium,Worcester,MA,US,15,https://discobiscuits.net/shows/2008-04-05-the-palladium-worcester-ma
2008-04-11,2008,4,11,Friday,Nokia Theater,New York,NY,US,13,https://discobiscuits.net/shows/2008-04-11-nokia-theater-new-york-ny
2008-04-15,2008,4,15,Tuesday,State Theater,Falls Church,VA,US,12,https://discobiscuits.net/shows/2008-04-15-state-theater-falls-church-va
2008-04-16,2008,4,16,Wednesday,Music Farm,Charleston,SC,US,16,https://discobiscuits.net/shows/2008-04-16-music-farm-charleston-sc
2008-04-17,2008,4,17,Thursday,Neighborhood Theater,Charlotte,NC,US,12,https://discobiscuits.net/shows/2008-04-17-neighborhood-theater-charlotte-nc
2008-04-18,2008,4,18,Friday,Georgia Theater,Athens,GA,US,13,https://discobiscuits.net/shows/2008-04-18-georgia-theater-athens-ga
2008-04-19,2008,4,19,Saturday,Georgia Theater,Athens,GA,US,12,https://discobiscuits.net/shows/2008-04-19-georgia-theater-athens-ga
2008-04-22,2008,4,22,Tuesday,Jupiter Bar & Grill,Tuscaloosa,AL,US,11,https://discobiscuits.net/shows/2008-04-22-jupiter-bar-grill-tuscaloosa-al
2008-04-25,2008,4,25,Friday,Tipitina's,New Orleans,LA,US,17,https://discobiscuits.net/shows/2008-04-25-tipitina-s-new-orleans-la
2008-05-24,2008,5,24,Saturday,Penn's Landing,Philadelphia,PA,US,14,https://discobiscuits.net/shows/2008-05-24-penn-s-landing-philadelphia-pa
2008-06-05,2008,6,5,Thursday,Lafayette Square,Buffalo,NY,US,13,https://discobiscuits.net/shows/2008-06-05-lafayette-square-buffalo-ny
2008-06-06,2008,6,6,Friday,Webster Theater,Hartford,CT,US,16,https://discobiscuits.net/shows/2008-06-06-webster-theater-hartford-ct
2008-06-07,2008,6,7,Saturday,Ft. Armistead Park,Baltimore,MD,US,13,https://discobiscuits.net/shows/2008-06-07-ft-armistead-park-baltimore-md
2008-06-08,2008,6,8,Sunday,Lincoln Theater,Raleigh,NC,US,12,https://discobiscuits.net/shows/2008-06-08-lincoln-theatre-street-stage-raleigh-nc
2008-06-09,2008,6,9,Monday,NorVa Theater,Norfolk,VA,US,18,https://discobiscuits.net/shows/2008-06-09-norva-theater-norfolk-va
2008-06-11,2008,6,11,Wednesday,Innsbrook Pavillion,Glen Allen,VA,US,7,https://discobiscuits.net/shows/2008-06-11-innsbrook-pavillion-glen-allen-va
2008-06-13,2008,6,13,Friday,Bonnaroo Music Festival,Manchester,TN,US,15,https://discobiscuits.net/shows/2008-06-13-bonnaroo-music-festival-manchester-tn
2008-07-03,2008,7,3,Thursday,Rothbury Music Festival,Rothbury,MI,US,14,https://discobiscuits.net/shows/2008-07-03-rothbury-music-festival-rothbury-mi
2008-07-17,2008,7,17,Thursday,Indian Lookout Country Club,Mariaville,NY,US,6,https://discobiscuits.net/shows/2008-07-17-indian-lookout-country-club-mariaville-ny
2008-07-18,2008,7,18,Friday,Indian Lookout Country Club,Mariaville,NY,US,16,https://discobiscuits.net/shows/2008-07-18-indian-lookout-country-club-mariaville-ny
2008-07-19,2008,7,19,Saturday,Indian Lookout Country Club,Mariaville,NY,US,18,https://discobiscuits.net/shows/2008-07-19-indian-lookout-country-club-mariaville-ny
2008-07-25,2008,7,25,Friday,DFEST,Tulsa,OK,US,10,https://discobiscuits.net/shows/2008-07-25-dfest-tulsa-ok
2008-07-26,2008,7,26,Saturday,The Riverfront Belvedere,Louisville,KY,US,8,https://discobiscuits.net/shows/2008-07-26-the-riverfront-belvedere-louisville-ky
2008-09-28,2008,9,28,Sunday,Boulder Reservoir,Boulder,CO,US,9,https://discobiscuits.net/shows/2008-09-28-boulder-reservoir-boulder-co
2008-10-25,2008,10,25,Saturday,State Theater,Falls Church,VA,US,10,https://discobiscuits.net/shows/2008-10-25-state-theater-falls-church-va
2008-11-03,2008,11,3,Monday,Highline Ballroom,New York,NY,US,3,https://discobiscuits.net/shows/2008-11-03-highline-ballroom-new-york-ny
2008-12-11,2008,12,11,Thursday,Caribbean Holidaze,Runaway Bay,,US,8,https://discobiscuits.net/shows/2008-12-11-caribbean-holidaze-runaway-bay-jamaica
2008-12-12,2008,12,12,Friday,Caribbean Holidaze,Runaway Bay,,US,14,https://discobiscuits.net/shows/2008-12-12-caribbean-holidaze-runaway-bay-jamaica
2008-12-14,2008,12,14,Sunday,Caribbean Holidaze,Runaway Bay,,US,14,https://discobiscuits.net/shows/2008-12-14-caribbean-holidaze-runaway-bay-jamaica
2008-12-26,2008,12,26,Friday,Nokia Theater,New York,NY,US,12,https://discobiscuits.net/shows/2008-12-26-nokia-theater-new-york-ny
2008-12-27,2008,12,27,Saturday,Nokia Theater,New York,NY,US,18,https://discobiscuits.net/shows/2008-12-27-nokia-theater-new-york-ny
2008-12-28,2008,12,28,Sunday,Nokia Theater,New York,NY,US,13,https://discobiscuits.net/shows/2008-12-28-nokia-theater-new-york-ny
2008-12-31,2008,12,31,Wednesday,Nokia Theater,New York,NY,US,20,https://discobiscuits.net/shows/2008-12-31-nokia-theater-new-york-ny
2009-01-16,2009,1,16,Friday,The Calvin,Northampton,MA,US,13,https://discobiscuits.net/shows/2009-01-16-the-calvin-northampton-ma
2009-01-17,2009,1,17,Saturday,The Calvin,Northampton,MA,US,11,https://discobiscuits.net/shows/2009-01-17-the-calvin-northampton-ma
2009-01-18,2009,1,18,Sunday,Town Ballroom,Buffalo,NY,US,15,https://discobiscuits.net/shows/2009-01-18-the-town-ballroom-buffalo-ny
2009-01-21,2009,1,21,Wednesday,Newport Music Hall,Columbus,OH,US,14,https://discobiscuits.net/shows/2009-01-21-newport-music-hall-columbus-oh
2009-01-22,2009,1,22,Thursday,Majestic Theater,Madison,WI,US,11,https://discobiscuits.net/shows/2009-01-22-majestic-theater-madison-wi
2009-01-23,2009,1,23,Friday,First Avenue,Minneapolis,MN,US,13,https://discobiscuits.net/shows/2009-01-23-first-avenue-minneapolis-mn
2009-01-24,2009,1,24,Saturday,Congress Theater,Chicago,IL,US,18,https://discobiscuits.net/shows/2009-01-24-congress-theater-chicago-il
2009-01-25,2009,1,25,Sunday,Canopy Club,Urbana,IL,US,13,https://discobiscuits.net/shows/2009-01-25-canopy-club-urbana-il
2009-01-28,2009,1,28,Wednesday,Headliners Music Hall,Louisville,KY,US,0,https://discobiscuits.net/shows/2009-01-28-headliners-music-hall-louisville-ky
2009-01-29,2009,1,29,Thursday,Cannery Ballroom,Nashville,TN,US,14,https://discobiscuits.net/shows/2009-01-29-cannery-ballroom-nashville-tn
2009-01-30,2009,1,30,Friday,The Valarium,Knoxville,TN,US,15,https://discobiscuits.net/shows/2009-01-30-the-valarium-knoxville-tn
2009-01-31,2009,1,31,Saturday,The Tabernacle,Atlanta,GA,US,14,https://discobiscuits.net/shows/2009-01-31-the-tabernacle-atlanta-ga
2009-02-03,2009,2,3,Tuesday,Jupiter Bar & Grill,Tuscaloosa,AL,US,13,https://discobiscuits.net/shows/2009-02-03-jupiter-bar-grill-tuscaloosa-al
2009-02-04,2009,2,4,Wednesday,The Lyric,Oxford,MS,US,14,https://discobiscuits.net/shows/2009-02-04-the-lyric-oxford-ms
2009-02-06,2009,2,6,Friday,Stubb's Bar-B-Q,Austin,TX,US,8,https://discobiscuits.net/shows/2009-02-06-stubb-s-bar-b-q-austin-tx
2009-02-07,2009,2,7,Saturday,House of Blues,Houston,TX,US,11,https://discobiscuits.net/shows/2009-02-07-house-of-blues-houston-tx
2009-02-08,2009,2,8,Sunday,House of Blues,Dallas,TX,US,11,https://discobiscuits.net/shows/2009-02-08-house-of-blues-dallas-tx
2009-02-13,2009,2,13,Friday,Ogden Theater,Denver,CO,US,22,https://discobiscuits.net/shows/2009-02-13-ogden-theater-denver-co
2009-02-14,2009,2,14,Saturday,Ogden Theater,Denver,CO,US,19,https://discobiscuits.net/shows/2009-02-14-ogden-theater-denver-co
2009-02-15,2009,2,15,Sunday,Liberty Hall,Lawrence,KS,US,15,https://discobiscuits.net/shows/2009-02-15-liberty-hall-lawrence-ks
2009-02-25,2009,2,25,Wednesday,Port City Music Hall,Portland,ME,US,14,https://discobiscuits.net/shows/2009-02-25-port-city-music-hall-portland-me
2009-02-26,2009,2,26,Thursday,Higher Ground,South Burlington,VT,US,12,https://discobiscuits.net/shows/2009-02-26-higher-ground-south-burlington-vt
2009-02-27,2009,2,27,Friday,Higher Ground,South Burlington,VT,US,12,https://discobiscuits.net/shows/2009-02-27-the-new-higher-ground-south-burlington-vt
2009-02-28,2009,2,28,Saturday,House of Blues,Boston,MA,US,17,https://discobiscuits.net/shows/2009-02-28-house-of-blues-boston-ma
2009-03-01,2009,3,1,Sunday,Rams Head Live,Baltimore,MD,US,15,https://discobiscuits.net/shows/2009-03-01-rams-head-live-baltimore-md
2009-03-04,2009,3,4,Wednesday,The National,Richmond,VA,US,14,https://discobiscuits.net/shows/2009-03-04-the-national-richmond-va
2009-03-05,2009,3,5,Thursday,NorVa Theater,Norfolk,VA,US,16,https://discobiscuits.net/shows/2009-03-05-norva-theater-norfolk-va
2009-03-06,2009,3,6,Friday,Music Farm,Charleston,SC,US,14,https://discobiscuits.net/shows/2009-03-06-music-farm-charleston-sc
2009-04-03,2009,4,3,Friday,The Fillmore,San Francisco,CA,US,15,https://discobiscuits.net/shows/2009-04-03-the-fillmore-san-francisco-ca
2009-04-04,2009,4,4,Saturday,Crystal Bay Club Casino,Crystal Bay,NV,US,15,https://discobiscuits.net/shows/2009-04-04-crystal-bay-club-casino-crystal-bay-nv
2009-04-05,2009,4,5,Sunday,Eureka Theater,Eureka,CA,US,13,https://discobiscuits.net/shows/2009-04-05-eureka-theater-eureka-ca
2009-04-07,2009,4,7,Tuesday,The Catalyst,Santa Cruz,CA,US,0,https://discobiscuits.net/shows/2009-04-07-the-catalyst-santa-cruz-ca
2009-04-09,2009,4,9,Thursday,House of Blues,San Diego,CA,US,0,https://discobiscuits.net/shows/2009-04-09-house-of-blues-san-diego-ca
2009-04-10,2009,4,10,Friday,House Of Blues,West Hollywood,CA,US,0,https://discobiscuits.net/shows/2009-04-10-house-of-blues-west-hollywood-ca
2009-04-11,2009,4,11,Saturday,House Of Blues,West Hollywood,CA,US,0,https://discobiscuits.net/shows/2009-04-11-house-of-blues-west-hollywood-ca
2009-04-17,2009,4,17,Friday,Electric Factory,Philadelphia,PA,US,18,https://discobiscuits.net/shows/2009-04-17-electric-factory-philadelphia-pa
2009-04-18,2009,4,18,Saturday,Electric Factory,Philadelphia,PA,US,20,https://discobiscuits.net/shows/2009-04-18-electric-factory-philadelphia-pa
2009-04-19,2009,4,19,Sunday,The Klein Memorial Auditorium,Bridgeport,CT,US,15,https://discobiscuits.net/shows/2009-04-19-the-klein-memorial-auditorium-bridgeport-ct
2009-04-20,2009,4,20,Monday,9:30 Club,Washington,DC,US,14,https://discobiscuits.net/shows/2009-04-20-9-30-club-washington-dc
2009-04-23,2009,4,23,Thursday,Headliners Music Hall,Louisville,KY,US,13,https://discobiscuits.net/shows/2009-04-23-headliners-music-hall-louisville-ky
2009-04-24,2009,4,24,Friday,Madison Theater,Covington,KY,US,16,https://discobiscuits.net/shows/2009-04-24-madison-theater-covington-ky
2009-04-25,2009,4,25,Saturday,Thomas Wolfe Auditorium,Asheville,NC,US,16,https://discobiscuits.net/shows/2009-04-25-thomas-wolfe-auditorium-asheville-nc
2009-05-29,2009,5,29,Friday,Ogden Theater,Denver,CO,US,14,https://discobiscuits.net/shows/2009-05-29-ogden-theater-denver-co
2009-05-30,2009,5,30,Saturday,Red Rocks Amphitheater,Morrison,CO,US,20,https://discobiscuits.net/shows/2009-05-30-red-rocks-amphitheater-morrison-co
2009-06-05,2009,6,5,Friday,House of Blues,Cleveland,OH,US,12,https://discobiscuits.net/shows/2009-06-05-house-of-blues-cleveland-oh
2009-06-06,2009,6,6,Saturday,Ft. Armistead Park,Baltimore,MD,US,22,https://discobiscuits.net/shows/2009-06-06-ft-armistead-park-baltimore-md
2009-06-24,2009,6,24,Wednesday,Bottle & Cork,Dewey Beach,DE,US,11,https://discobiscuits.net/shows/2009-06-24-bottle-cork-dewey-beach-de
2009-06-25,2009,6,25,Thursday,House of Blues,Atlantic City,NJ,US,11,https://discobiscuits.net/shows/2009-06-25-house-of-blues-atlantic-city-nj
2009-06-26,2009,6,26,Friday,House of Blues,Atlantic City,NJ,US,16,https://discobiscuits.net/shows/2009-06-26-house-of-blues-atlantic-city-nj
2009-06-27,2009,6,27,Saturday,The State Theater,State College,PA,US,14,https://discobiscuits.net/shows/2009-06-27-the-state-theater-state-college-pa
2009-06-28,2009,6,28,Sunday,Church of Universal Love and Music,Acme,PA,US,13,https://discobiscuits.net/shows/2009-06-28-church-of-universal-love-and-music-acme-pa
2009-06-30,2009,6,30,Tuesday,Newport Music Hall,Columbus,OH,US,15,https://discobiscuits.net/shows/2009-06-30-newport-music-hall-columbus-oh
2009-07-01,2009,7,1,Wednesday,Murat Egyptian Room,Indianapolis,IN,US,16,https://discobiscuits.net/shows/2009-07-01-murat-egyptian-room-indianapolis-in
2009-07-02,2009,7,2,Thursday,Rothbury Music Festival,Rothbury,MI,US,17,https://discobiscuits.net/shows/2009-07-02-rothbury-music-festival-rothbury-mi
2009-07-05,2009,7,5,Sunday,Plumas County Fairgrounds,Quincy,CA,US,12,https://discobiscuits.net/shows/2009-07-05-plumas-country-fairgrounds-quincy-ca
2009-07-16,2009,7,16,Thursday,Indian Lookout Country Club,Mariaville,NY,US,8,https://discobiscuits.net/shows/2009-07-16-indian-lookout-country-club-mariaville-ny
2009-07-17,2009,7,17,Friday,Indian Lookout Country Club,Mariaville,NY,US,12,https://discobiscuits.net/shows/2009-07-17-indian-lookout-country-club-mariaville-ny
2009-07-18,2009,7,18,Saturday,Indian Lookout Country Club,Mariaville,NY,US,25,https://discobiscuits.net/shows/2009-07-18-indian-lookout-country-club-mariaville-ny
2009-07-26,2009,7,26,Sunday,Fuji Rock Festival,Naeba,,US,18,https://discobiscuits.net/shows/2009-07-26-fuji-rock-festival-naeba-japan
2009-09-11,2009,9,11,Friday,Hippodrome Theatre,Baltimore,MD,US,13,https://discobiscuits.net/shows/2009-09-11-hippodrome-theatre-baltimore-md
2009-09-12,2009,9,12,Saturday,Starland Ballroom,Sayreville,NJ,US,20,https://discobiscuits.net/shows/2009-09-12-starland-ballroom-sayreville-nj
2009-09-13,2009,9,13,Sunday,Starland Ballroom,Sayreville,NJ,US,14,https://discobiscuits.net/shows/2009-09-13-starland-ballroom-sayreville-nj
2009-09-17,2009,9,17,Thursday,George's Majestic,Fayetteville,AR,US,13,https://discobiscuits.net/shows/2009-09-17-george-s-majestic-fayetteville-ar
2009-09-18,2009,9,18,Friday,Palladium Ballroom,Dallas,TX,US,14,https://discobiscuits.net/shows/2009-09-18-palladium-ballroom-dallas-tx
2009-09-19,2009,9,19,Saturday,Stubb's Bar-B-Q,Austin,TX,US,13,https://discobiscuits.net/shows/2009-09-19-stubb-s-bar-b-q-austin-tx
2009-09-22,2009,9,22,Tuesday,Jupiter Bar & Grill,Tuscaloosa,AL,US,12,https://discobiscuits.net/shows/2009-09-22-jupiter-bar-grill-tuscaloosa-al
2009-09-23,2009,9,23,Wednesday,The Lyric,Oxford,MS,US,12,https://discobiscuits.net/shows/2009-09-23-the-lyric-oxford-ms
2009-09-24,2009,9,24,Thursday,Cannery Ballroom,Nashville,TN,US,12,https://discobiscuits.net/shows/2009-09-24-cannery-ballroom-nashville-tn
2009-09-25,2009,9,25,Friday,The Tabernacle,Atlanta,GA,US,15,https://discobiscuits.net/shows/2009-09-25-the-tabernacle-atlanta-ga
2009-09-26,2009,9,26,Saturday,Tennessee Theater,Knoxville,TN,US,14,https://discobiscuits.net/shows/2009-09-26-tennessee-theater-knoxville-tn
2009-09-30,2009,9,30,Wednesday,Legends,Boone,NC,US,14,https://discobiscuits.net/shows/2009-09-30-legends-boone-nc
2009-10-01,2009,10,1,Thursday,The National,Richmond,VA,US,15,https://discobiscuits.net/shows/2009-10-01-the-national-richmond-va
2009-10-02,2009,10,2,Friday,9:30 Club,Washington,DC,US,14,https://discobiscuits.net/shows/2009-10-02-9-30-club-washington-dc
2009-10-03,2009,10,3,Saturday,9:30 Club,Washington,DC,US,15,https://discobiscuits.net/shows/2009-10-03-9-30-club-washington-dc
2009-10-04,2009,10,4,Sunday,The State Theater,State College,PA,US,11,https://discobiscuits.net/shows/2009-10-04-the-state-theater-state-college-pa
2009-10-07,2009,10,7,Wednesday,Higher Ground,South Burlington,VT,US,14,https://discobiscuits.net/shows/2009-10-07-the-new-higher-ground-south-burlington-vt
2009-10-09,2009,10,9,Friday,The Calvin,Northampton,MA,US,15,https://discobiscuits.net/shows/2009-10-09-the-calvin-northampton-ma
2009-10-10,2009,10,10,Saturday,The Calvin,Northampton,MA,US,14,https://discobiscuits.net/shows/2009-10-10-the-calvin-northampton-ma
2009-10-11,2009,10,11,Sunday,Brooklyn Bowl,Brooklyn,NY,US,15,https://discobiscuits.net/shows/2009-10-11-brooklyn-bowl-brooklyn-ny
2009-10-28,2009,10,28,Wednesday,State Theater,Kalamazoo,MI,US,14,https://discobiscuits.net/shows/2009-10-28-state-theater-kalamazoo-mi
